SYSTEMSTOP,STREET,CROSS_ST,DIR,POS,ROUTESSTPG,OWLROUTES,CITY,PUBLIC_NAM,CENSUS_TRACT
11603.0,CENTRAL,BELDEN,NB,NT,85,,CHICAGO,Central & Belden,17031191200
17017.0,BELMONT,CENTRAL,EB,FS,77,N77,CHICAGO,Belmont & Central,17031190300
4847.0,FOSTER,MARINE DRIVE,WB,FT,"136,146,147",,CHICAGO,Foster & Marine Drive,17031030700
12363.0,111TH STREET,LONGWOOD,WB,NS,112,,CHICAGO,111th Street & Longwood,17031750200
3281.0,63RD STREET,CICERO,WB,NS,63,N63,CHICAGO,63rd Street & Cicero,17031640100
57.0,JACKSON,LOOMIS,EB,FS,126,,CHICAGO,Jackson & Loomis,17031281700
2742.0,79TH STREET,CALIFORNIA,EB,NS,79,,CHICAGO,79th Street & California,17031700500
10989.0,DIVERSEY,CICERO,EB,NS,76,,CHICAGO,Diversey & Cicero,17031190800
1877.0,DEARBORN,IDA B WELLS DRIVE,NB,FS,"22, 24,36,62","N22,N62",CHICAGO,Dearborn & Ida B Wells Drive,17031320500
4601.0,CICERO,61ST STREET,NB,NS,"54B,63,63W,165",N63,CHICAGO,Cicero & 61st Street,17031640100
2294.0,STATE,69TH STREET,NB,NS,29,,CHICAGO,State & 69th Street,17031690400
2805.0,79TH STREET,YATES,EB,NS,79,N79,CHICAGO,79th Street & Yates,17031460500
6695.0,TAYLOR,LOOMIS,EB,NS,157,,CHICAGO,Taylor & Loomis,17031283100
7161.0,47TH STREET,VINCENNES,EB,NS,47,,CHICAGO,47th Street & Vincennes,17031381200
11051.0,DIVERSEY,ASHLAND,WB,FS,76,,CHICAGO,Diversey & Ashland,17031062600
784.0,GRAND,ASHLAND,WB,NS,65,,CHICAGO,Grand & Ashland,17031243300
4797.0,FOSTER,BROADWAY,WB,NS,"92,146",,CHICAGO,Foster & Broadway,17031030700
4127.0,ARMITAGE,KEELER,WB,NS,73,,CHICAGO,Armitage & Keeler,17031200400
3227.0,63RD STREET,STATE,WB,NS,63,N63,CHICAGO,63rd Street & State,17031400800
3471.0,95TH STREET,ASHLAND,WB,FS,95,,CHICAGO,95th Street & Ashland,17031730300
9190.0,51ST STREET,WABASH,WB,NS,15,,CHICAGO,51st Street & Wabash,17031381800
10857.0,75TH STREET,YATES,WB,NS,"N5,75",N5,CHICAGO,75th Street & Yates,17031431300
4717.0,JACKSON,DAMEN,WB,FS,126,,CHICAGO,Jackson & Damen,17031281300
10621.0,55TH STREET,HOMAN,WB,FS,55,N55,CHICAGO,55th Street & Homan,17031630300
2354.0,STATE,11TH STREET,NB,NS,"29,62,130,146",N62,CHICAGO,State & 11th Street,17031320600
1875.0,DEARBORN,POLK,NB,FS,"22,62","N22,N62",CHICAGO,Dearborn & Polk,17031320500
2971.0,COTTAGE GROVE,101ST STREET,NB,FS,"4,115",,CHICAGO,Cottage Grove & 101st Street,17031500100
2503.0,COTTAGE GROVE,54TH STREET,NB,NS,"2,4",N4,CHICAGO,Cottage Grove & 54th Street,17031410500
10387.0,CICERO,66TH STREET,NB,NS,54B,,CHICAGO,Cicero & 66th Street,17031640800
1511.0,STONY ISLAND,61ST STREET,NB,MT,"6,15,28",,CHICAGO,Stony Island & 61st Street,17031420100
10383.0,CICERO,73RD STREET,NB,NT,54B,,CHICAGO,Cicero & 73rd Street,17031650500
1146.0,STOCKTON,ROSLYN,NB,MB,"134,143,151,156",,CHICAGO,Stockton & Roslyn,17031070100
987.0,NORTH AVENUE,AUSTIN,WB,NS,72,,CHICAGO,North Ave & Austin,17031250400
6461.0,WENTWORTH,5556 SOUTH,NB,MB,"24,59",,CHICAGO,5556 S Wentworth,17031680100
17476.0,LAWRENCE,KOSTNER,EB,FS,81,N81,CHICAGO,Lawrence & Kostner,17031140500
11320.0,MONTROSE,LARAMIE,EB,NS,78,,CHICAGO,Montrose & Laramie,17031150300
16173.0,ADDISON,KIMBALL,WB,FS,"53,152",,CHICAGO,Addison & Kimball,17031160800
4811.0,FOSTER,LINCOLN,WB,FS,92,,CHICAGO,Foster & Lincoln,17031040200
4675.0,63RD STREET,NARRAGANSETT,WB,FS,63W,,CHICAGO,63rd Street & Narragansett,17031640400
7415.0,35TH STREET,WESTERN AVENUE,WB,FS,35,,CHICAGO,35th Street & Western Avenue,17031590400
9616.0,MASON,ROOSEVELT,SB,NS,91,,CHICAGO,Mason & Roosevelt,17031252400
7093.0,TORRENCE,105TH STREET,SB,NS,"26,71,100",,CHICAGO,Torrence & 105th Street,17031510500
4514.0,ARCHER,KILPATRICK,SWB,NS,62,N62,CHICAGO,Archer & Kilpatrick,17031560500
11670.0,LEHIGH,WILDWOOD,SEB,NS,85A,,CHICAGO,Lehigh & Wildwood,17031120100
9935.0,NORTHWEST HWY,SAYRE,SEB,NS,68,,CHICAGO,Northwest Hwy & Sayre,17031100200
15934.0,KOSTNER,74TH ST (Solo Cup),SB,NS,"54B,79",,CHICAGO,Kostner & 74th Street (Solo Cup),17031650500
9022.0,PULASKI,THOMAS,SB,NS,53,N53,CHICAGO,Pulaski & Thomas,17031231300
9056.0,PULASKI,24TH STREET,SB,NS,53,,CHICAGO,Pulaski & 24th Street,17031301800
6528.0,WELLS,GARFIELD (south leg),SB,FS,"24,59",,CHICAGO,Wells & Garfield,17031680200
12103.0,YATES,99TH STREET,SB,NS,100,,CHICAGO,Yates & 99th Street,17031510300
9037.0,PULASKI,VAN BUREN,SB,NS,53,N53,CHICAGO,Pulaski & Van Buren,17031260700
9920.0,NORTHWEST HWY,EUCLID,SEB,NS,68,,PARK RIDGE,Northwest Hwy & Euclid,
12861.0,PULASKI,68TH STREET,SB,NS,53A,,CHICAGO,Pulaski & 68th Street,17031650500
7993.0,BERKELEY,43RD STREET,SB,NS,43,,CHICAGO,Berkeley & 43rd Street,17031360400
14373.0,DODGE,CRAIN,SB,NT,"93,206",,EVANSTON,Dodge & Crain,
4858.0,MARINE DRIVE,4646 NORTH,SB,MB,"136,146",,CHICAGO,4646 N Marine Drive,17031031400
12425.0,119TH STREET,PEORIA,WB,NS,119,,CHICAGO,119th Street & Peoria,17031530300
12582.0,ADDISON,BLUE LINE STATION,WB,MB,152,,CHICAGO,Addison Blue Line Station,17031160900
15180.0,35TH STREET,OAKLEY,WB,NS,35,,CHICAGO,35th Street & Oakley,17031590300
12583.0,ADDISON,LAWNDALE/AVONDALE,WB,FS,152,,CHICAGO,Addison & Lawndale/Avondale,17031160900
4086.0,ARMITAGE,LARRABEE,WB,NS,73,,CHICAGO,Armitage & Larrabee,17031071300
10863.0,75TH STREET,CONSTANCE (east leg),WB,MB,75,,CHICAGO,75th Street & Constance,17031430900
10287.0,CICERO,CONGRESS PARKWAY,NB,NS,54,,CHICAGO,Cicero & Congress Parkway,17031252200
11416.0,MONTROSE,MEADE,WB,NS,78,,CHICAGO,Montrose & Meade,17031150500
6182.0,ASHLAND,61ST STREET,NB,NS,9,N9,CHICAGO,Ashland & 61st Street,17031670800
9131.0,PULASKI,AVONDALE,NB,NS,53,N53,CHICAGO,Pulaski & Avondale,17031160900
14956.0,MADISON,CENTRAL,EB,FS,20,N20,CHICAGO,Madison & Central,17031252100
1339.0,FULLERTON,WOOD,EB,NS,74,,CHICAGO,Fullerton & Wood,17031070800
12095.0,95TH STREET,JEFFERY,EB,FS,100,,CHICAGO,95th Street & Jeffery,17031510300
14.0,JACKSON,CICERO,EB,FS,126,,CHICAGO,Jackson & Cicero,17031252200
716.0,GRAND,CALIFORNIA,EB,NT,65,,CHICAGO,Grand & California,17031231700
5117.0,CERMAK,CLARK,EB,FT,21,,CHICAGO,Cermak & Clark,17031340200
722.0,GRAND,OAKLEY,EB,NS,65,,CHICAGO,Grand & Oakley,17031242900
69.0,JACKSON,FINANCIAL PLACE,EB,NS,"1,7,28,126,130,151",,CHICAGO,Jackson & Financial Place,17031320500
3430.0,63RD STREET,WENTWORTH,EB,FS,63,N63,CHICAGO,63rd Street & Wentworth,17031690200
15034.0,HALSTED,115TH STREET,NB,FS,"8A,108",,CHICAGO,Halsted & 115th Street,17031491200
6623.0,CLINTON,TAYLOR,SB,NS,157,,CHICAGO,Clinton & Taylor,17031283500
15008.0,HALSTED,MADISON,SB,FS,8,,CHICAGO,Halsted & Madison,17031281800
3842.0,LARAMIE,MAYPOLE,SB,NS,57,,CHICAGO,Laramie & Maypole,17031251900
8283.0,WESTERN,55TH STREET/GARFIELD,SB,NS,"49,X49",N49,CHICAGO,Western & 55th Street/Garfield,17031630500
2551.0,COTTAGE GROVE,49TH STREET,SB,FS,4,N4,CHICAGO,Cottage Grove & 49th Street,17031382000
10203.0,CICERO,IRVING PARK/MILWAUKEE,SB,NS,54,,CHICAGO,Cicero & Irving Park/Milwaukee,17031150200
7298.0,AVENUE O,131ST STREET,SB,NS,30,,CHICAGO,Avenue O & 131st Street,17031550100
7332.0,AVENUE O,132ND STREET,NB,FT,30,,CHICAGO,Avenue O & 132nd Street,17031550100
4143.0,CALIFORNIA,LITHUANIAN PLAZA COURT-69,NB,NS,94,,CHICAGO,California & Lithuanian Plaza/69th Street,17031660900
9106.0,PULASKI,POTOMAC,NB,NS,53,N53,CHICAGO,Pulaski & Potomac,17031230700
4128.0,ARMITAGE,KILDARE,WB,NS,73,,CHICAGO,Armitage & Kildare,17031200400
10827.0,71ST STREET,CREGIER,WB,MB,71,,CHICAGO,71st Street & Cregier,17031430200
10632.0,55TH STREET,KILBOURN,WB,NS,55,,CHICAGO,55th Street & Kilbourn,17031620200
3267.0,63RD STREET,CENTRAL PARK (east leg),WB,NS,63,N63,CHICAGO,63rd Street & Central Park,17031660400
9607.0,AUSTIN,MADISON,SB,FS,91,,OAK PARK,Austin & Madison,
6043.0,ASHLAND,HARRISON,SB,FS,"9,X9",N9,CHICAGO,Ashland & Harrison,17031282900
12209.0,103RD STREET,HAMLIN,WB,NT,103,,CHICAGO,103rd Street & Hamlin,17031740200
14947.0,79TH STREET,SOUTH SHORE,WB,FS,79,N79,CHICAGO,79th Street & South Shore,17031460100
9459.0,87TH STREET,COLFAX,WB,NS,87,,CHICAGO,87th Street & Colfax,17031460300
9469.0,87TH STREET,STONY ISLAND,WB,NS,87,,CHICAGO,87th Street & Stony Island (Nearside),17031450300
133.0,JACKSON,KEELER,WB,FS,126,,CHICAGO,Jackson & Keeler,17031260600
4725.0,IDA B WELLS DRIVE,MICHIGAN,WB,NS,"7,126,143,147",,CHICAGO,Ida B Wells Drive & Michigan,17031320400
1257.0,FULLERTON,PULASKI,WB,NS,74,,CHICAGO,Fullerton & Pulaski,17031220700
14548.0,IRVING PARK,PULASKI,WB,FS,80,,CHICAGO,Irving Park & Pulaski,17031160300
15459.0,59TH STREET,WESTERN,WB,FS,59,,CHICAGO,59th Street & Western,17031630700
303.0,ROOSEVELT,RACINE,EB,NS,12,,CHICAGO,Roosevelt & Racine,17031283900
5610.0,IRVING PARK,OAK PARK,EB,NS,80,X80,CHICAGO,Irving Park & Oak Park,17031170300
10507.0,55TH STREET,ST. LOUIS,EB,FS,55,N55,CHICAGO,55th Street & St. Louis,17031630900
12584.0,ADDISON,HAMLIN,WB,NS,152,,CHICAGO,Addison & Hamlin,17031160900
11040.0,DIVERSEY,CLARK/BROADWAY,WB,FS,76,,CHICAGO,Diversey & Clark/Broadway,17031063400
2847.0,115TH STREET,STATE,WB,NS,115,,CHICAGO,115th Street & State,17031491400
14613.0,CLARK,AINSLIE,SB,FS,22,N22,CHICAGO,Clark & Ainslie,17031031000
4231.0,CALIFORNIA,WILCOX,SB,NS,94,,CHICAGO,California & Wilcox,17031271100
4056.0,ARMITAGE,WASHTENAW,EB,NS,73,,CHICAGO,Armitage & Washtenaw,17031222400
257.0,ROOSEVELT,5500 WEST,EB,MB,12,,CICERO,5500 W Roosevelt,
12458.0,119TH STREET,PRINCETON,EB,NS,119,,CHICAGO,119th Street & Princeton,17031530500
6480.0,LASALLE,35TH STREET,NB,FS,"24,31",,CHICAGO,LaSalle & 35th Street,17031340500
6155.0,ASHLAND,87TH STREET,NB,NS,"9,X9",N9,CHICAGO,Ashland & 87th Street,17031711400
6278.0,ASHLAND,GRACE,NB,NS,9,,CHICAGO,Ashland & Grace,17031060400
8896.0,DAMEN,18TH STREET,NB,NS,50,,CHICAGO,Damen & 18th Street,17031310900
7011.0,COMMERCIAL,87TH STREET,NB,NS,"N5,26,71",N5,CHICAGO,Commercial & 87th Street,17031460700
3868.0,LARAMIE,LAKE,NB,NS,57,,CHICAGO,Laramie & Lake (Green Line),17031251800
6670.0,OGDEN,ST. LOUIS,NEB,NS,157,,CHICAGO,Ogden & St. Louis,17031292100
11196.0,CENTRAL PARK,23RD STREET,SB,NS,82,,CHICAGO,Central Park & 23rd Street,17031300600
7791.0,PERSHING,CALIFORNIA,WB,NS,39,,CHICAGO,Pershing & California,17031580100
12177.0,103RD STREET,MORGAN,WB,NS,103,,CHICAGO,103rd Street & Morgan,17031730600
7759.0,PERSHING,WENTWORTH,WB,FS,39,,CHICAGO,Pershing & Wentworth,17031340600
9195.0,51ST STREET,PRINCETON,WB,NS,51,,CHICAGO,51st Street & Princeton,17031370300
1762.0,DEVON,CLARK,WB,NS,"36,151,155",,CHICAGO,Devon & Clark,17031010900
12366.0,111TH STREET,BELL,WB,NS,112,,CHICAGO,111th Street & Bell,17031750200
11321.0,MONTROSE,MILWAUKEE,EB,NS,78,,CHICAGO,Montrose & Milwaukee,17031150200
14776.0,DIVISION,DAMEN,EB,FS,70,,CHICAGO,Division & Damen,17031242200
15560.0,GRAND,DIVISION,EB,FS,65,,CHICAGO,Grand & Division,17031231200
11455.0,PETERSON,WESTERN,EB,NS,84,,CHICAGO,Peterson & Western,17031020800
7862.0,BELMONT,SACRAMENTO,EB,NS,77,N77,CHICAGO,Belmont & Sacramento,17031210700
15026.0,95TH STREET,HALSTED,EB,FS,"N9,95,112",N9,CHICAGO,95th Street & Halsted,17031730500
15697.0,61ST STREET,COTTAGE GROVE,EB,FS,59,,CHICAGO,61st Street & Cottage Grove,17031420400
556.0,CHICAGO,ASHLAND,EB,NS,66,N66,CHICAGO,Chicago & Ashland,17031243200
3769.0,LAWRENCE,BROADWAY,EB,NS,81,N81,CHICAGO,Lawrence & Broadway,17031031700
12233.0,106TH STREET,MUSKEGON,EB,NS,"26,100",,CHICAGO,106th Street & Muskegon,17031510400
10528.0,GARFIELD,ASHLAND,EB,FS,55,N55,CHICAGO,Garfield & Ashland,17031670200
7462.0,35TH STREET,WESTERN AVENUE,EB,NS,35,,CHICAGO,35th Street & Western Avenue,17031590400
10561.0,55TH STREET,DORCHESTER,EB,NS,"55,171",N55,CHICAGO,55th Street & Dorchester,17031411200
14033.0,ELLIS,55TH STREET,SB,FS,"171,172",,CHICAGO,Ellis & 55th Street,17031411400
1513.0,STONY ISLAND,59TH STREET,NB,FT,"2,6,15,28",,CHICAGO,Stony Island & 59th Street,17031411000
14023.0,59TH STREET,DREXEL,WB,MB,192,,CHICAGO,59th Street & Drexel,17031411400
3063.0,KEDZIE,30TH STREET,SB,NS,52,,CHICAGO,Kedzie & 30th Street,17031301500
10223.0,CICERO,DICKENS,SB,NS,54,,CHICAGO,Cicero & Dickens,17031191100
8802.0,DAMEN,84TH STREET,SB,NS,48,,CHICAGO,Damen & 84th Street,17031711200
11539.0,CENTRAL,BARRY,SB,NS,85,,CHICAGO,Central & Barry,17031190400
2392.0,STATE,28TH STREET,SB,NT,29,,CHICAGO,State & 28th Street,17031350400
4246.0,CALIFORNIA,OGDEN,SB,FS,94,,CHICAGO,California & Ogden,17031291400
4557.0,AUSTIN,56TH STREET,SB,NS,55A,,CHICAGO,Austin & 56th Street,17031561100
14136.0,35TH/ARCHER,ORANGE LINE STATION,SWB,TERM,62,N62,CHICAGO,35th/Archer Orange Line Station,17031590500
7558.0,MICHIGAN,124TH STREET,SB,NS,34,N34,CHICAGO,Michigan & 124th Street,17031530600
16166.0,LEXINGTON,LEAMINGTON,EB,FS,57,,CHICAGO,Lexington & Leamington,17031252300
9371.0,87TH STREET,PULASKI,EB,NS,87,,HOMETOWN,87th Street & Pulaski,
172.0,HARRISON,SPRINGFIELD,EB,NS,7,,CHICAGO,Harrison & Springfield,17031260900
7678.0,35TH STREET,SHIELDS,EB,FT,35,,CHICAGO,35th Street & Shields,17031340600
8245.0,WESTERN,14TH STREET,SB,FS,"18,49",N49,CHICAGO,Western & 14th Street,17031284300
6719.0,SEDGWICK,SCOTT,NB,NT,37,,CHICAGO,Sedgwick & Scott,17031080300
1688.0,WESTERN,CHASE,NB,NS,49B,,CHICAGO,Western & Chase,17031020100
2164.0,KING DRIVE,38TH STREET,NB,FT,3,,CHICAGO,King Drive & 38th Street,17031351200
2352.0,STATE,13TH STREET,NB,NS,"29,62",,CHICAGO,State & 13th Street,17031330100
14129.0,WESTERN,ORANGE LINE STATION,NB,TERM,"49,X49",N9,CHICAGO,Western Orange Line Station,17031611500
15243.0,ASHLAND,DIVERSEY,NB,FS,"9,X9",,CHICAGO,Ashland & Diversey,17031062700
7744.0,LAKE PARK,OAKWOOD,NB,NS,39,,CHICAGO,Lake Park & Oakwood,17031360400
1631.0,51ST STREET,KING DRIVE (e. serv. dr.),EB,FS,15,,CHICAGO,51st Street & King Drive,17031400100
7022.0,S. SHORE DRIVE,79TH STREET,NB,FS,"N5,6,26,71",N5,CHICAGO,S. Shore Drive & 79th Street,17031460100
8171.0,47TH STREET,WALLACE,EB,NS,47,,CHICAGO,47th Street & Wallace,17031610900
10786.0,71ST STREET,KING DRIVE,EB,NS,71,,CHICAGO,71st Street & King Drive,17031691000
2890.0,111TH STREET,INDIANA,EB,NS,111,,CHICAGO,111th Street & Indiana,17031491400
1756.0,MORSE,SHERIDAN,EB,NS,155,,CHICAGO,Morse & Sheridan,17031010500
11161.0,HOMAN,GRAND,SB,NS,82,,CHICAGO,Homan & Grand,17031231000
2497.0,COTTAGE GROVE,60TH STREET,NB,NS,4,N4,CHICAGO,Cottage Grove & 60th Street,17031420400
6262.0,ASHLAND,WEBSTER,NB,NS,9,,CHICAGO,Ashland & Webster,17031221800
4982.0,LASALLE,HURON,NB,FS,156,,CHICAGO,LaSalle & Huron,17031081700
6724.0,SEDGWICK,NORTH AVENUE,NB,NS,37,,CHICAGO,Sedgwick & North Avenue,17031080300
5320.0,STONY ISLAND,63RD STREET,NB,NS,"6,15,28",,CHICAGO,Stony Island & 63rd Street,17031421100
8707.0,DAMEN,83RD STREET,NB,NS,48,,CHICAGO,Damen & 83rd Street,17031711200
6009.0,ASHLAND,WRIGHTWOOD,SB,NS,9,,CHICAGO,Ashland & Wrightwood,17031070700
2233.0,KING DRIVE,65TH STREET,SB,FT,3,,CHICAGO,King Drive & 65th Street,17031690100
9908.0,NORTHWEST HWY,OLIPHANT,NWB,NS,68,,CHICAGO,Northwest Hwy & Oliphant,17031090200
4422.0,ARCHER,SACRAMENTO,NEB,NS,62,N62,CHICAGO,Archer & Sacramento,17031580500
4636.0,WELLS,JACKSON,SB,NS,37,,CHICAGO,Wells & Jackson,17031320500
7094.0,TORRENCE,106TH STREET,SB,NS,71,,CHICAGO,Torrence & 106th Street,17031510500
17663.0,83RD STREET,VINCENNES,EB,FS,24,,CHICAGO,83rd Street & Vincennes,17031710900
17664.0,83RD STREET,HOLLAND,EB,NS,24,,CHICAGO,83rd Street & Holland,17031440400
17665.0,HOLLAND,8400 SOUTH,SB,MB,24,,CHICAGO,8400 S Holland,17031440400
12156.0,103RD STREET,MORGAN,EB,NS,103,,CHICAGO,103rd Street & Morgan,17031730700
8180.0,47TH STREET,MICHIGAN,EB,NS,47,,CHICAGO,47th Street & Michigan,17031381400
9525.0,87TH STREET,PULASKI,WB,NS,87,,CHICAGO,87th Street & Pulaski,17031700400
11100.0,DIVERSEY,MOBILE,WB,NS,76,,CHICAGO,Diversey & Mobile,17031190400
8012.0,43RD STREET,PRINCETON,WB,NS,43,,CHICAGO,43rd Street & Princeton,17031370100
3218.0,63RD STREET,LANGLEY,WB,NS,63,N63,CHICAGO,63rd Street & Langley,17031420500
11675.0,LEHIGH,WAUKESHA,SEB,NS,85A,,CHICAGO,Lehigh & Waukesha,17031120100
14069.0,CERMAK,DAMEN,EB,FS,21,,CHICAGO,Cermak & Damen,17031311400
7472.0,31ST STREET,ABERDEEN,EB,NS,31,,CHICAGO,31st Street & Aberdeen,17031600900
2147.0,KING DRIVE,GARFIELD (north leg),NB,FS,3,,CHICAGO,King Drive & Garfield,17031400300
12919.0,PULASKI,69TH STREET,NB,NS,53A,,CHICAGO,Pulaski & 69th Street,17031650400
8724.0,DAMEN,65TH STREET,NB,NS,48,,CHICAGO,Damen & 65th Street,17031671300
6230.0,ASHLAND,ROOSEVELT,NB,NS,"9,X9",N9,CHICAGO,Ashland & Roosevelt,17031283900
15469.0,STATE,45TH STREET,NB,FS,29,,CHICAGO,State & 45th Street,17031380700
6952.0,CERMAK,CANAL,EB,NS,21,,CHICAGO,Cermak & Canal,17031340200
4999.0,CHESTNUT,LAKE SHORE DRIVE,EB,NS,157,,CHICAGO,Chestnut & Lake Shore Drive,17031081300
890.0,NORTH AVENUE,CALIFORNIA,EB,NS,72,,CHICAGO,North Ave & California,17031240900
2932.0,115TH STREET,VINCENNES,EB,FS,111,,CHICAGO,115th Street & Vincennes,17031750500
9932.0,NORTHWEST HWY,DEVON,SEB,NS,68,,CHICAGO,Northwest Hwy & Devon,17031090200
523.0,CHICAGO,CICERO,EB,NS,66,,CHICAGO,Chicago & Cicero,17031251700
12546.0,ADDISON,BROADWAY,EB,NS,152,,CHICAGO,Addison & Broadway,17031061800
5640.0,IRVING PARK,HAMLIN,EB,NS,80,,CHICAGO,Irving Park & Hamlin,17031160900
14590.0,FULLERTON,MILWAUKEE,EB,FS,74,,CHICAGO,Fullerton & Milwaukee,17031221300
9286.0,BELMONT,RACINE,EB,NS,77,N77,CHICAGO,Belmont & Racine,17031062800
7217.0,69TH STREET,INDIANA,EB,NS,"N5,30,67",N5,CHICAGO,69th Street & Indiana,17031690400
10545.0,GARFIELD,WABASH,EB,FS,55,N55,CHICAGO,Garfield & Wabash,17031400500
8851.0,DAMEN,SCHILLER,SB,NS,50,,CHICAGO,Damen & Schiller,17031241400
15345.0,WESTERN,TAYLOR (north leg),SB,FS,49,N49,CHICAGO,Western & Taylor,17031282700
11542.0,CENTRAL,DIVERSEY,SB,NS,85,,CHICAGO,Central & Diversey,17031190400
14100.0,AVENUE O,134TH STREET,NB,FS,30,,CHICAGO,Avenue O & 134th Street,17031550100
10086.0,KEEFE,SOUTH CHICAGO,SWB,NS,"N5,67",N5,CHICAGO,Keefe & South Chicago,17031421200
7146.0,47TH STREET,COTTAGE GROVE,WB,NS,47,,CHICAGO,47th Street & Cottage Grove,17031390300
356.0,ROOSEVELT,KEDZIE,WB,NS,12,,CHICAGO,Roosevelt & Kedzie,17031290300
4957.0,LASALLE,CHICAGO,SB,FS,156,,CHICAGO,LaSalle & Chicago,17031081700
3694.0,HALSTED,91ST STREET,SB,NS,8A,,CHICAGO,Halsted & 91st Street,17031711400
2870.0,VINCENNES,111TH STREET,NEB,NS,"111,112",,CHICAGO,Vincennes & 111th Street,17031750500
11515.0,CENTRAL,SEMINOLE,SB,FS,"85,85A",,CHICAGO,Central & Seminole,17031110100
1044.0,SHERIDAN,ARGYLE,SB,FS,151,,CHICAGO,Sheridan & Argyle,17031031200
6516.0,WELLS,47TH STREET,SB,FS,"15,24,51",,CHICAGO,Wells & 47th Street,17031370300
8780.0,DAMEN,61ST STREET,SB,NT,48,,CHICAGO,Damen & 61st Street,17031670500
17446.0,PULASKI,83RD STREET,NB,FS,53A,,CHICAGO,Pulaski & 83rd Street,17031700400
17461.0,PULASKI,ADDISON,NB,FS,53,N53,CHICAGO,Pulaski & Addison,17031160900
17463.0,PULASKI,WELLINGTON,NB,FS,53,N53,CHICAGO,Pulaski & Wellington,17031210500
17464.0,PULASKI,DIVERSEY,NB,FS,53,N53,CHICAGO,Pulaski & Diversey,17031210500
7247.0,SOUTH CHICAGO,KINGSTON,SEB,NS,30,,CHICAGO,South Chicago & Kingston,17031480500
3845.0,LARAMIE,MONROE,SB,NS,57,,CHICAGO,Laramie & Monroe,17031252100
5567.0,MILWAUKEE,LAWNDALE (west leg),NWB,NS,56,,CHICAGO,Milwaukee & Lawndale,17031210500
11721.0,RIDGELAND,ONTARIO,SB,NS,86,,OAK PARK,Ridgeland & Ontario,
17698.0,CICERO,31ST STREET,NB,FS,"35,54B",,CICERO,Cicero & 31st Street,
3711.0,HALSTED,108TH STREET,SB,NS,"8A,108",,CHICAGO,Halsted & 108th Street,17031750100
15085.0,HALSTED,77TH STREET,NB,FS,8,,CHICAGO,Halsted & 77th Street,17031710100
12925.0,PULASKI,61ST STREET,NB,NS,53A,,CHICAGO,Pulaski & 61st Street,17031650100
12256.0,AVENUE B,109TH STREET,NB,NS,100,,CHICAGO,Avenue B & 109th Street,17031520500
7225.0,SOUTH CHICAGO,71ST STREET/COTTAGE GROVE,SEB,NS,30,,CHICAGO,South Chicago & 71st Street/Cottage Grove,17031690500
14846.0,KEDZIE,PERSHING,SB,FS,52,,CHICAGO,Kedzie & Pershing,17031580400
2585.0,COTTAGE GROVE,82ND STREET,SB,NS,4,,CHICAGO,Cottage Grove & 82nd Street,17031440200
6877.0,CERMAK,ALBANY,WB,NS,21,,CHICAGO,Cermak & Albany,17031300300
14790.0,CLARK,WINNEMAC,SB,FS,22,N22,CHICAGO,Clark & Winnemac,17031031000
15234.0,35TH STREET,RACINE,EB,FS,35,,CHICAGO,35th Street & Racine,17031601400
5411.0,BROADWAY,BUENA,NB,NS,36,,CHICAGO,Broadway & Buena,17031032100
15171.0,16TH STREET,HAMLIN,EB,FS,18,,CHICAGO,16th Street & Hamlin,17031292200
15282.0,CHICAGO,MIES VAN DER ROHE,EB,NT,"3,26,66",N66,CHICAGO,Chicago & Mies Van Der Rohe,17031081400
32.0,JACKSON,SACRAMENTO,EB,FS,126,,CHICAGO,Jackson & Sacramento,17031271100
6924.0,CERMAK,MARSHALL BOULEVARD,EB,FS,21,,CHICAGO,Cermak & Marshall Boulevard,17031301000
11453.0,PETERSON,ROCKWELL,EB,NS,84,,CHICAGO,Peterson & Rockwell,17031020800
14622.0,PULASKI,DIVERSEY,SB,FS,53,N53,CHICAGO,Pulaski & Diversey,17031220800
15884.0,PULASKI,83RD STREET,SB,FS,53A,,CHICAGO,Pulaski & 83rd Street,17031700300
4155.0,CALIFORNIA,57TH STREET,NB,NS,94,,CHICAGO,California & 57th Street,17031630700
1189.0,SHERIDAN,HOLLYWOOD,NB,NS,"136,147,151",,CHICAGO,Sheridan & Hollywood,17031030600
11417.0,MONTROSE,MELVINA,WB,NS,78,,CHICAGO,Montrose & Melvina,17031150500
2665.0,79TH STREET,DAMEN,WB,NS,79,N79,CHICAGO,79th Street & Damen,17031710400
10599.0,GARFIELD,RACINE,WB,FS,55,N55,CHICAGO,Garfield & Racine,17031611900
11065.0,DIVERSEY,SACRAMENTO,WB,NS,76,,CHICAGO,Diversey & Sacramento,17031210700
1045.0,SHERIDAN,AINSLIE,SB,FS,151,,CHICAGO,Sheridan & Ainslie,17031031200
6013.0,ASHLAND,WEBSTER,SB,FS,9,,CHICAGO,Ashland & Webster,17031221800
3680.0,PERRY,79TH STREET,SB,TERM,"8A,24",,CHICAGO,Perry & 79th Street Terminal,17031691200
11156.0,KIMBALL,NORTH AVENUE,SB,NS,82,,CHICAGO,Kimball & North Ave,17031230200
1599.0,MICHIGAN,CERMAK,SB,FS,"1,4,X4",N4,CHICAGO,Michigan & Cermak,17031330400
2569.0,COTTAGE GROVE,MARQUETTE RD,SB,NS,4,,CHICAGO,Cottage Grove & Marquette Rd,17031420700
