census_tract,Tree_Canopy,community_area_geoid,community_area_name,imputed
17031590100,15.0,59,McKinley Park,0
17031600200,13.0,60,Bridgeport,0
17031570400,8.3,57,Archer Heights,0
17031560200,12.0,56,Garfield Ridge,0
17031561000,12.0,56,Garfield Ridge,0
17031520100,15.8,52,East Side,0
17031530200,26.0,53,West Pullman,0
17031510200,14.1,51,South Deering,0
17031490500,22.3,49,Roseland,0
17031460300,19.3,46,South Chicago,0
17031480400,20.4,48,Calumet Heights,0
17031450200,22.0,45,Avalon Park,0
17031431300,23.1,43,South Shore,0
17031440200,20.1,44,Chatham,0
17031430100,23.1,43,South Shore,0
17031430700,23.1,43,South Shore,0
17031411200,27.5,41,Hyde Park,0
17031420400,22.1,42,Woodlawn,0
17031400200,21.9,40,Washington Park,0
17031380200,16.9,38,Grand Boulevard,0
17031381600,16.9,38,Grand Boulevard,0
17031340500,13.1,34,Armour Square,0
17031350600,21.6,35,Douglas,0
17031351400,21.6,35,Douglas,0
17031370100,12.3,37,Fuller Park,0
17031340100,13.1,34,Armour Square,0
17031311500,10.6,31,Lower West Side,0
17031301600,14.9,30,South Lawndale,0
17031310400,10.6,31,Lower West Side,0
17031311100,10.6,31,Lower West Side,0
17031300100,14.9,30,South Lawndale,0
17031300800,14.9,30,South Lawndale,0
17031290500,17.7,29,North Lawndale,0
17031291100,17.7,29,North Lawndale,0
17031291700,17.7,29,North Lawndale,0
17031282700,14.6,28,Near West Side,0
17031080900,17.8,8,Near North Side,0
17031283300,14.6,28,Near West Side,0
17031284000,14.6,28,Near West Side,0
17031280400,14.6,28,Near West Side,0
17031281400,14.6,28,Near West Side,0
17031260800,17.9,26,West Garfield Park,0
17031270400,18.4,27,East Garfield Park,0
17031271100,18.4,27,East Garfield Park,0
17031251800,19.0,25,Austin,0
17031250300,19.0,25,Austin,0
17031250500,19.0,25,Austin,0
17031251300,19.0,25,Austin,0
17031242300,19.5,24,West Town,0
17031242900,19.5,24,West Town,0
17031231700,16.5,23,Humboldt Park,0
17031240700,19.5,24,West Town,0
17031241300,19.5,24,West Town,0
17031222400,19.9,22,Logan Square,0
17031230100,16.5,23,Humboldt Park,0
17031231100,16.5,23,Humboldt Park,0
17031220600,19.9,22,Logan Square,0
17031221900,19.9,22,Logan Square,0
17031210200,16.1,21,Avondale,0
17031210800,16.1,21,Avondale,0
17031190400,15.2,19,Belmont Cragin,0
17031191300,15.2,19,Belmont Cragin,0
17031170600,18.8,17,Dunning,0
17031180200,18.6,18,Montclare,0
17031160900,24.8,16,Irving Park,0
17031150400,19.4,15,Portage Park,0
17031151100,19.4,15,Portage Park,0
17031130400,33.0,13,North Park,0
17031120100,44.2,12,Forest Glen,0
17031090300,23.4,9,Edison Park,0
17031081000,17.8,8,Near North Side,0
17031081800,17.8,8,Near North Side,0
17031071900,26.3,7,Lincoln Park,0
17031080300,17.8,8,Near North Side,0
17031063400,23.6,6,Lake View,0
17031070700,26.3,7,Lincoln Park,0
17031061100,23.6,6,Lake View,0
17031061800,23.6,6,Lake View,0
17031062500,23.6,6,Lake View,0
17031730400,21.4,73,Washington Heights,0
17031691200,21.4,69,Greater Grand Crossing,0
17031680900,24.7,68,Englewood,0
17031671000,25.9,67,West Englewood,0
17031660600,18.5,66,Chicago Lawn,0
17031640800,8.8,64,Clearing,0
17031630400,14.6,63,Gage Park,0
17031611600,15.6,61,New City,0
17031601000,13.0,60,Bridgeport,0
17031581000,12.0,58,Brighton Park,0
17031570300,8.3,57,Archer Heights,0
17031560900,12.0,56,Garfield Ridge,0
17031490400,22.3,49,Roseland,0
17031460500,19.3,46,South Chicago,0
17031450100,22.0,45,Avalon Park,0
17031440100,20.1,44,Chatham,0
17031430300,23.1,43,South Shore,0
17031420200,22.1,42,Woodlawn,0
17031400400,21.9,40,Washington Park,0
17031680600,24.7,68,Englewood,0
17031490200,22.3,49,Roseland,0
17031351100,21.6,35,Douglas,0
17031252000,19.0,25,Austin,0
17031231500,16.5,23,Humboldt Park,0
17031070300,26.3,7,Lincoln Park,0
17031020900,26.0,2,West Ridge,0
17031252400,19.0,25,Austin,0
17031530100,26.0,53,West Pullman,0
17031222700,19.9,22,Logan Square,0
17031500200,19.3,50,Pullman,0
17031390600,28.0,39,Kenwood,0
17031010400,27.4,1,Rogers Park,0
17031242200,19.5,24,West Town,0
17031680300,24.7,68,Englewood,0
17031612000,15.6,61,New City,0
17031400800,21.9,40,Washington Park,0
17031710300,18.7,71,Auburn Gresham,0
